address_to_geocode,latitude,longitude,source,to_check,location_type,formatted_address,types
20100 ROSCOE BL,34.2199616,-118.5713402,geocoding,NO,ROOFTOP,"20100 Roscoe Blvd, Winnetka, CA 91306, USA",['street_address']
4700 HONDURAS ST,34.0014564,-118.2436626,geocoding,NO,ROOFTOP,"4700 Honduras St, Los Angeles, CA 90011, USA",['premise']
5600 FERNWOOD AV,34.0955019,-118.3111033,geocoding,NO,ROOFTOP,"5600 Fernwood Ave, Los Angeles, CA 90028, USA",['premise']
8100 S HOOVER ST,33.9652699,-118.28692,geocoding,NO,ROOFTOP,"8100 S Hoover St, Los Angeles, CA 90044, USA",['street_address']
20200 RUNNYMEDE ST,34.2054372,-118.4024837,geocoding,NO,RANGE_INTERPOLATED,"20200 Runnymede St, North Hollywood, CA 91605, USA",['street_address']
8800 KESTER AV,34.2303609,-118.4573001,geocoding,NO,ROOFTOP,"8800 Kester Ave, Panorama City, CA 91402, USA",['street_address']
"DEERING AV and WYANDOTTE ST, Los Angeles",34.2028653,-118.5966593,geocoding,NO,GEOMETRIC_CENTER,"Wyandotte St & Deering Ave, Los Angeles, CA 91303, USA",['intersection']
"MAIN ST and MANCHESTER AV, Los Angeles",33.95998,-118.274094,geocoding,NO,GEOMETRIC_CENTER,"Manchester / Main, Los Angeles, CA 90003, USA","['establishment', 'point_of_interest', 'transit_station']"
3500 W SLAUSON AV,33.9886309,-118.3331616,geocoding,NO,ROOFTOP,"3500 W Slauson Ave, Los Angeles, CA 90043, USA",['street_address']
"ROSCOE and SAN DIEGO FY, Los Angeles",10.26041,-73.23139,geocoding,YES,APPROXIMATE,"Los Angeles, San Diego, Cesar, Colombia","locality,political"
"ROSEMONT and SCOUT, Los Angeles",34.072338,-118.2694973,geocoding,NO,GEOMETRIC_CENTER,"Rosemont Ave & Scout Way, Los Angeles, CA 90026, USA",intersection
14700 DEVONSHIRE ST,34.2592428,-118.4486274,geocoding,NO,ROOFTOP,"14700 Devonshire St, San Fernando, CA 91345, USA",['street_address']
"52ND ST and BROADWAY, Los Angeles",33.9957537,-118.2783269,geocoding,NO,GEOMETRIC_CENTER,"W 52nd St & S Broadway, Los Angeles, CA 90037, USA",['intersection']
"BEACON and 13TH, Los Angeles",33.732387,-118.28048,geocoding,NO,GEOMETRIC_CENTER,"S Beacon St & W 13th St, Los Angeles, CA 90731, USA",intersection
8800 TOBIAS AV,34.2301137,-118.4514026,geocoding,NO,ROOFTOP,"8800 Tobias Ave, Panorama City, CA 91402, USA",['premise']
6400 N LANKERSHIM BL,34.1870965,-118.3874871,geocoding,NO,ROOFTOP,"6400 Lankershim Blvd, North Hollywood, CA 91606, USA",['premise']
"COTNER and LA GRANGE, Los Angeles",34.0421402,-118.4417997,geocoding,NO,GEOMETRIC_CENTER,"Cotner Ave & La Grange Ave, Los Angeles, CA 90025, USA",['intersection']
8600 S FIGUEROA ST,33.9596113,-118.282285,geocoding,NO,ROOFTOP,"8600 S Figueroa St, Los Angeles, CA 90003, USA",['premise']
"COLDWATER CANYON AV and ELKWOOD, Los Angeles",34.2120542,-118.4144055,geocoding,NO,GEOMETRIC_CENTER,"Elkwood St & Coldwater Canyon Ave, Los Angeles, CA 91605, USA",['intersection']
"41ST ST and WESTERN BL, Los Angeles",34.0099255,-118.3089374,geocoding,NO,GEOMETRIC_CENTER,"W 41st St & Western Ave, Los Angeles, CA 90062, USA",intersection
"5TH ST and BROADWAY ST, Los Angeles",38.733291,-82.9745,geocoding,NO,GEOMETRIC_CENTER,"5th St & Broadway St, Portsmouth, OH 45662, USA",intersection
"41ST DR and GRAMERCY, Los Angeles",34.0090354,-118.313846,geocoding,NO,GEOMETRIC_CENTER,"W 41st Dr & S Gramercy Pl, Los Angeles, CA 90062, USA",['intersection']
"SESNON BL and RESEDA BL, Los Angeles",34.2956648,-118.5437446,geocoding,NO,GEOMETRIC_CENTER,"Reseda Blvd & Sesnon Blvd, Los Angeles, CA 91326, USA",['intersection']
"WYANDOTTE and VISTA DEL MONTE, Los Angeles",34.2030235,-118.4500719,geocoding,NO,GEOMETRIC_CENTER,"Wyandotte St & Vista Del Monte Ave, Los Angeles, CA 91405, USA",['intersection']
20200 SATICOY ST,34.2080157,-118.5732777,geocoding,NO,ROOFTOP,"20200 Saticoy St, Winnetka, CA 91306, USA",['premise']
17300 CASTELLAMMARE DR,34.0395711,-118.5546452,geocoding,NO,RANGE_INTERPOLATED,"17300 Castellammare Dr, Pacific Palisades, CA 90272, USA",['street_address']
1000 N WILTON PL,34.0884983,-118.3135722,geocoding,NO,RANGE_INTERPOLATED,"1000 N Wilton Pl, Los Angeles, CA 90038, USA",['street_address']
"WESTERN AV and ELMWOOD, Los Angeles",34.0783043,-118.3091779,geocoding,NO,GEOMETRIC_CENTER,"Elmwood Ave & N Western Ave, Los Angeles, CA 90004, USA",['intersection']
"FOOTHILL and SAYRE, Los Angeles",34.3101571,-118.4337995,geocoding,NO,GEOMETRIC_CENTER,"Foothill Blvd & Sayre St, Los Angeles, CA 91342, USA",['intersection']
"HARGIS and VENICE BL, Los Angeles",34.0337232,-118.3804302,geocoding,NO,GEOMETRIC_CENTER,"Hargis St & Venice Blvd., Los Angeles, CA 90034, USA",intersection
"EVERGREEN and GANAHL, Los Angeles",34.0520095,-118.1958162,geocoding,NO,GEOMETRIC_CENTER,"N Evergreen Ave & Ganahl St, Los Angeles, CA 90033, USA",intersection
"AETNA ST and VAN NUYS BL, Los Angeles",34.1801432,-118.4487534,geocoding,NO,GEOMETRIC_CENTER,"Van Nuys Blvd & Aetna St, Los Angeles, CA 91401, USA",['intersection']
"SEPULVEDA BL and ROSCOE BL, Los Angeles",34.2214267,-118.4677605,geocoding,NO,GEOMETRIC_CENTER,"Roscoe Blvd & Sepulveda Blvd, Los Angeles, CA 91343, USA",['intersection']
15500 LA VALLE ST,34.2996339,-118.4707667,geocoding,NO,ROOFTOP,"15500 La Valle St, Sylmar, CA 91342, USA",['premise']
2100 KENT ST,0,0,geocoding,YES,0,0,0
"OWENSMOUTH and STRATHERN, Los Angeles",34.2155532,-118.601647,geocoding,NO,GEOMETRIC_CENTER,"Strathern St & Owensmouth Ave, Los Angeles, CA 91304, USA",['intersection']
"HOOVER ST and 22ND ST, Los Angeles",34.0360176,-118.2840246,geocoding,NO,GEOMETRIC_CENTER,"Hoover St & W 22nd St, Los Angeles, CA 90007, USA",['intersection']
8300 CANOGA AV,34.2198181,-118.5975233,geocoding,NO,RANGE_INTERPOLATED,"8300 Canoga Ave, Canoga Park, CA 91304, USA",['street_address']
5400 NAGLE AV,34.1687747,-118.4230915,geocoding,NO,ROOFTOP,"5400 Nagle Ave, Sherman Oaks, CA 91401, USA",premise
13100 BORDEN AV,40.7259397,-73.8965357,geocoding,NO,RANGE_INTERPOLATED,"13100 Borden Ave, Maspeth, NY 11378, USA",['street_address']
8200 MELROSE AV,34.0833829,-118.3682006,geocoding,NO,ROOFTOP,"8200 Melrose Ave, Los Angeles, CA 90046, USA",['street_address']
"MANCHESTER AV and KENTWOOD AV, Los Angeles",33.9597889,-118.4004115,geocoding,NO,GEOMETRIC_CENTER,"Kentwood Ave & Manchester Ave, Los Angeles, CA 90045, USA",['intersection']
"JAMES M WOOD and BONNIE BRAE, Los Angeles",34.0523659,-118.2765784,geocoding,NO,GEOMETRIC_CENTER,"S Bonnie Brae St & James M Wood Blvd, Los Angeles, CA 90006, USA",['intersection']
"VALLEY ST and SOTO ST, Los Angeles",34.0595987,-118.1997734,geocoding,YES,GEOMETRIC_CENTER,"N Soto St, Los Angeles, CA, USA",route
"BARRINGTON and EXPOSITION, Los Angeles",34.0149382,-118.2861984,geocoding,NO,ROOFTOP,"Exposition Park, 700 Exposition Park Dr, Los Angeles, CA 90037, USA","['establishment', 'park', 'point_of_interest']"
"ALVARADO and JAMES M WOOD BL, Los Angeles",34.0533758,-118.2788049,geocoding,NO,GEOMETRIC_CENTER,"James M Wood Blvd & S Alvarado St, Los Angeles, CA 90006, USA",['intersection']
"69TH ST and DENVER AV, Los Angeles",33.9773703,-118.2837951,geocoding,NO,GEOMETRIC_CENTER,"Denver Ave & W 69th St, Los Angeles, CA 90044, USA",['intersection']
"FIGUEROA and CHICK HEARN, Los Angeles",34.0436931,-118.2652206,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & Chick Hearn Ct, Los Angeles, CA 90015, USA",['intersection']
"TEXAS and BARRY, Los Angeles",34.0477489,-118.4580649,geocoding,NO,GEOMETRIC_CENTER,"Texas Ave & Barry Ave, Los Angeles, CA 90025, USA",intersection
20200 SHERMAN WY,34.2003708,-118.5734149,geocoding,NO,ROOFTOP,"20200 Sherman Way, Winnetka, CA 91306, USA",['premise']
"VAN NUYS and LANARK, Los Angeles",34.2179606,-118.44879,geocoding,NO,GEOMETRIC_CENTER,"Lanark Street & Van Nuys, Los Angeles, CA 91402, USA",['intersection']
300 W 14TH ST,40.7399975,-74.0027169,geocoding,NO,ROOFTOP,"300 W 14th St, New York, NY 10014, USA",['street_address']
"68TH ST and FIGUEROA, Los Angeles",33.9781611,-118.2826976,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 68th St, Los Angeles, CA 90044, USA",['intersection']
900 MAIE AV,33.8984722,-118.2441845,geocoding,NO,RANGE_INTERPOLATED,"900 N Maie Ave, Compton, CA 90220, USA",['street_address']
"BUNKER HILL ST and BARLETT, Los Angeles",34.0625801,-118.2444866,geocoding,NO,GEOMETRIC_CENTER,"N Bunker Hill Ave. & Bartlett St, Los Angeles, CA 90012, USA",['intersection']
"42ND ST and WALTON, Los Angeles",34.007322,-118.2948286,geocoding,NO,GEOMETRIC_CENTER,"Walton Ave & W 42nd St, Los Angeles, CA 90037, USA",['intersection']
"PICO and ROBERTSON, Los Angeles",34.0547902,-118.3837371,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & S Robertson Blvd, Los Angeles, CA 90035, USA",['intersection']
"PACIFIC AV and CONVOY ST, Los Angeles",33.9582442,-118.4505495,geocoding,NO,GEOMETRIC_CENTER,"Convoy St & Pacific Ave, Los Angeles, CA 90293, USA",['intersection']
"BOYLE and 8TH ST, Los Angeles",34.0295959,-118.2272715,geocoding,YES,GEOMETRIC_CENTER,"E 8th St, Los Angeles, CA, USA",route
"PARK VIEW and 8TH ST, Los Angeles",34.0562937,-118.2810549,geocoding,NO,GEOMETRIC_CENTER,"S Park View St & W 8th St, Los Angeles, CA 90057, USA",intersection
"VOSE and SEPULVEDA, Los Angeles",34.1984625,-118.4662086,geocoding,NO,GEOMETRIC_CENTER,"Vose St & Sepulveda Blvd, Los Angeles, CA 91406, USA",intersection
"68TH ST and FIGUEROA AV, Los Angeles",33.9781611,-118.2826976,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 68th St, Los Angeles, CA 90044, USA",['intersection']
19900 W VENTURA BL,34.165692,-118.5286845,geocoding,NO,RANGE_INTERPOLATED,"19900 W Ventura Blvd, Tarzana, CA 91356, USA",['street_address']
"ROXFORD and RALSTON, Los Angeles",34.3116225,-118.4713351,geocoding,NO,GEOMETRIC_CENTER,"Ralston Ave & Roxford St, Los Angeles, CA 91342, USA",['intersection']
16400 FOOTHILL BL,34.318497,-118.4883325,geocoding,NO,RANGE_INTERPOLATED,"16400 Foothill Blvd, Sylmar, CA 91342, USA",['street_address']
"ALVARADO and 8TH ST, Los Angeles",34.0548836,-118.2778449,geocoding,NO,GEOMETRIC_CENTER,"W 8th St & S Alvarado St, Los Angeles, CA 90057, USA",['intersection']
200 N MISSION RD,34.0497379,-118.2275567,geocoding,NO,RANGE_INTERPOLATED,"200 N Mission Rd, Los Angeles, CA 90033, USA",['street_address']
"11TH ST and FIGUEROA, Los Angeles",34.0436931,-118.2652206,geocoding,NO,GEOMETRIC_CENTER,"W 11th St & S Figueroa St, Los Angeles, CA 90015, USA",intersection
"23RD and HOOPER AV, Los Angeles",34.0181056,-118.2488121,geocoding,NO,GEOMETRIC_CENTER,"E 23rd St & Hooper Ave., Los Angeles, CA 90011, USA",intersection
"OLYMPIC and SAWTELLE, Los Angeles",34.0381863,-118.4412819,geocoding,NO,GEOMETRIC_CENTER,"W Olympic Blvd & Sawtelle Blvd, Los Angeles, CA 90064, USA",['intersection']
200 WINDWARD,0,0,geocoding,YES,0,0,0
"25TH ST and HOOPER AV, Los Angeles",34.017385,-118.2494545,geocoding,NO,GEOMETRIC_CENTER,"E 25th St & Hooper Ave., Los Angeles, CA 90011, USA",intersection
"RAYMER ST and BURNET AV, Los Angeles",34.2139931,-118.462933,geocoding,NO,GEOMETRIC_CENTER,"Burnet Ave & Raymer St, Los Angeles, CA 91405, USA",['intersection']
11100 BURBANK BL,34.1717789,-118.3725372,geocoding,NO,ROOFTOP,"11100 Burbank Blvd, North Hollywood, CA 91601, USA",['premise']
"HOLLYWOOD BL and HIGHLAND, Los Angeles",34.1015539,-118.3387191,geocoding,NO,GEOMETRIC_CENTER,"Hollywood Blvd & N Highland Ave, Los Angeles, CA 90028, USA",['intersection']
"VENICE BL and HELMS AV, Los Angeles",34.0310783,-118.3850837,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & Helms Ave, Los Angeles, CA 90034, USA",['intersection']
"64TH and FIGUEROA, Los Angeles",33.9813381,-118.2826944,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 64th St, Los Angeles, CA 90044, USA",['intersection']
"VAN NUYS BL and WOODMAN AV, Los Angeles",34.2470844,-118.4481854,geocoding,NO,GEOMETRIC_CENTER,"Van Nuys Blvd & Woodman Ave, Los Angeles, CA 91331, USA",['intersection']
"CALIFA and OWENSMOUTH, Los Angeles",34.1772427,-118.6015267,geocoding,NO,GEOMETRIC_CENTER,"Owensmouth Ave & Califa St, Los Angeles, CA 91367, USA",['intersection']
"BARRY and GOSHEN, Los Angeles",34.051249,-118.4605691,geocoding,NO,GEOMETRIC_CENTER,"Barry Ave & Goshen Ave, Los Angeles, CA 90049, USA",intersection
"REMMET and SHERMAN WY, Los Angeles",34.2010373,-118.6002993,geocoding,NO,GEOMETRIC_CENTER,"Sherman Way & Remmet Ave, Los Angeles, CA 91303, USA",['intersection']
4800 HUNTINGTON DR,34.0850556,-118.1798956,geocoding,NO,ROOFTOP,"4800 Huntington Dr, Los Angeles, CA 90032, USA",['street_address']
11800 MENLO AV,33.9528031,-118.2904379,geocoding,NO,RANGE_INTERPOLATED,"11800 Menlo Ave, Los Angeles, CA 90044, USA",['street_address']
"CHASE ST and SALOMA AV, Los Angeles",34.2247247,-118.4585101,geocoding,NO,GEOMETRIC_CENTER,"Saloma Ave & Chase St, Los Angeles, CA 91402, USA",['intersection']
"7TH ST and CORONADO ST, Los Angeles",34.0589887,-118.2824306,geocoding,NO,GEOMETRIC_CENTER,"S Coronado St & 7th St, Los Angeles, CA 90057, USA",['intersection']
200 N ALVARADO ST,34.0678533,-118.2692747,geocoding,NO,RANGE_INTERPOLATED,"200 N Alvarado St, Los Angeles, CA 90026, USA",['street_address']
"8TH ST and BEACON ST, Los Angeles",33.7369269,-118.2804608,geocoding,NO,GEOMETRIC_CENTER,"S Beacon St & W 8th St, Los Angeles, CA 90731, USA",['intersection']
"64TH ST and FIGUEROA, Los Angeles",33.9813381,-118.2826944,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 64th St, Los Angeles, CA 90044, USA",['intersection']
"BEACON ST and 9TH ST, Los Angeles",33.7360179,-118.2804637,geocoding,NO,GEOMETRIC_CENTER,"S Beacon St & W 9th St, Los Angeles, CA 90731, USA",['intersection']
2300 S CENTRAL AV,34.0205813,-118.2539,geocoding,NO,ROOFTOP,"2300 S Central Ave, Los Angeles, CA 90011, USA",['street_address']
"WILSHIRE BL and UNION, Los Angeles",34.0553915,-118.270165,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & S Union Ave, Los Angeles, CA 90017, USA",intersection
"DEERING AV and GAULT ST, Los Angeles",34.1992181,-118.5966498,geocoding,NO,GEOMETRIC_CENTER,"Deering Ave & Gault St, Los Angeles, CA 91303, USA",['intersection']
12700 ENCINITAS AV,34.3011061,-118.474877,geocoding,NO,ROOFTOP,"12700 Encinitas Ave, Sylmar, CA 91342, USA",['premise']
"VERMONT and 8TH ST, Los Angeles",34.0577625,-118.2916493,geocoding,NO,GEOMETRIC_CENTER,"Vermont Ave & W 8th St, Los Angeles, CA 90005, USA",['intersection']
24900 AVALON BL,0,0,geocoding,YES,0,0,0
"3RD AV and ROSE AV, Los Angeles",33.9970127,-118.4760977,geocoding,NO,GEOMETRIC_CENTER,"3rd Ave & Rose Ave, Los Angeles, CA 90291, USA",intersection
15900 BRYANT ST,0,0,geocoding,YES,0,0,0
"ETON AV and COHASSET ST, Los Angeles",34.2064981,-118.595498,geocoding,NO,GEOMETRIC_CENTER,"Eton Ave & Cohasset St, Los Angeles, CA 91303, USA",['intersection']
"7TH and FLOWER, Los Angeles",34.048717,-118.258537,geocoding,NO,GEOMETRIC_CENTER,"7th / Flower, Los Angeles, CA 90017, USA","['establishment', 'point_of_interest', 'transit_station']"
7000 VAN NUYS BL,34.1976583,-118.4484862,geocoding,NO,ROOFTOP,"7000 Van Nuys Blvd, Van Nuys, CA 91405, USA",['street_address']
"13TH and BEACON, Los Angeles",33.732387,-118.28048,geocoding,NO,GEOMETRIC_CENTER,"W 13th St & S Beacon St, Los Angeles, CA 90731, USA",intersection
300 S HUDSON AV,34.0685989,-118.3318012,geocoding,NO,ROOFTOP,"300 S Hudson Ave, Los Angeles, CA 90020, USA",['street_address']
13100 SHERMAN WY,34.2008883,-118.4183444,geocoding,NO,ROOFTOP,"13100 Sherman Way, North Hollywood, CA 91605, USA",street_address
"VERMONT AV and 3RD ST, Los Angeles",34.069064,-118.2916823,geocoding,NO,GEOMETRIC_CENTER,"Vermont Ave & W 3rd St, Los Angeles, CA 90004, USA",['intersection']
"OCEAN FRONT WK and KETCH, Los Angeles",33.973302,-118.4618989,geocoding,NO,GEOMETRIC_CENTER,"Ketch St & Ocean Front Walk, Los Angeles, CA 90292, USA",['intersection']
5500 MELROSE AV,34.08341,-118.3200139,geocoding,NO,ROOFTOP,"Parking lot, 5500 Melrose Ave, Los Angeles, CA 90038, USA",['premise']
"VANOWEN ST and SALE AV, Los Angeles",34.1937399,-118.6185493,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Sale Ave, Los Angeles, CA 91307, USA",['intersection']
6800 W HOLLYWOOD BL,34.1012367,-118.3389423,geocoding,NO,ROOFTOP,"Parking lot, 6800 Hollywood Blvd, Los Angeles, CA 90028, USA",['premise']
"INDIANA and 7TH, Los Angeles",34.0208934,-118.1922902,geocoding,NO,GEOMETRIC_CENTER,"S Indiana St & E 7th St, Los Angeles, CA 90023, USA",intersection
"VESPER and GILMORE, Los Angeles",34.1876602,-118.4509218,geocoding,NO,GEOMETRIC_CENTER,"Vesper Ave & Gilmore St, Los Angeles, CA 91411, USA",intersection
"6TH ST and PARK VIEW, Los Angeles",34.0609268,-118.2779935,geocoding,NO,GEOMETRIC_CENTER,"S Park View St & 6th St, Los Angeles, CA 90057, USA",['intersection']
"SCHRADER and SELMA, Los Angeles",34.0997704,-118.3324826,geocoding,NO,GEOMETRIC_CENTER,"Schrader Blvd & Selma Ave, Los Angeles, CA 90028, USA",intersection
1500 AMHERST AV,34.0394851,-118.4637068,geocoding,NO,RANGE_INTERPOLATED,"1500 Amherst Ave, Los Angeles, CA 90025, USA",['street_address']
"8TH ST and PALOS VERDES ST, Los Angeles",33.7369305,-118.2813906,geocoding,NO,GEOMETRIC_CENTER,"W 8th St & S Palos Verdes St, Los Angeles, CA 90731, USA",['intersection']
11600 MAYFIELD AV,34.0533698,-118.4614748,geocoding,NO,RANGE_INTERPOLATED,"11600 Mayfield Ave, Los Angeles, CA 90049, USA",['street_address']
"SEPULVEDA BL and SHERMAN WY, Los Angeles",34.2011202,-118.4662176,geocoding,NO,GEOMETRIC_CENTER,"Sherman Way & Sepulveda Blvd, Los Angeles, CA 91406, USA",['intersection']
"BOYD and SAN PEDRO, Los Angeles",34.046695,-118.2427348,geocoding,NO,GEOMETRIC_CENTER,"Boyd St & San Pedro St, Los Angeles, CA 90013, USA",intersection
21300 ERWIN ST,34.1823811,-118.5957979,geocoding,NO,ROOFTOP,"21300 Erwin St, Woodland Hills, CA 91367, USA",['premise']
"7TH ST and WESTLAKE AV, Los Angeles",34.0559282,-118.2756623,geocoding,NO,GEOMETRIC_CENTER,"S Westlake Ave & 7th St, Los Angeles, CA 90057, USA",['intersection']
"CORONADO and 8TH ST, Los Angeles",33.7771652,-118.1535011,geocoding,NO,GEOMETRIC_CENTER,"Coronado Ave & E 8th St, Long Beach, CA 90804, USA",intersection
"TOLUCA ST and DOUGLAS ST, Los Angeles",34.061736,-118.2585212,geocoding,NO,GEOMETRIC_CENTER,"Douglas St & N Toluca St, Los Angeles, CA 90026, USA",['intersection']
400 S OXFORD AV,34.0670225,-118.3075173,geocoding,NO,ROOFTOP,"400 S Oxford Ave, Los Angeles, CA 90020, USA",['premise']
"DE LONGPRE and CAHUENGA, Los Angeles",34.0961675,-118.3294953,geocoding,NO,GEOMETRIC_CENTER,"Cahuenga Blvd & De Longpre Ave, Los Angeles, CA 90028, USA",['intersection']
"KITTRIDGE and DARBY, Los Angeles",34.1902425,-118.5335015,geocoding,NO,GEOMETRIC_CENTER,"Kittridge St & Darby Ave, Los Angeles, CA 91335, USA",['intersection']
"CLARK and DE SOTO, Los Angeles",34.1688795,-118.588196,geocoding,NO,GEOMETRIC_CENTER,"Clark St & De Soto Ave, Los Angeles, CA 91367, USA",intersection
"ETON and VANOWEN, Los Angeles",34.1937795,-118.5954589,geocoding,NO,GEOMETRIC_CENTER,"Eton Ave & Vanowen St, Los Angeles, CA 91303, USA",intersection
1700 N NEW HAMPSHIRE AV,34.1018783,-118.2929493,geocoding,NO,RANGE_INTERPOLATED,"1700 N New Hampshire Ave, Los Angeles, CA 90027, USA",['street_address']
"PICO and SAWTELLE, Los Angeles",34.0352143,-118.4386864,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Sawtelle Blvd, Los Angeles, CA 90064, USA",['intersection']
"SEPULVEDA BL and COVELLO, Los Angeles",34.2075474,-118.4662215,geocoding,NO,GEOMETRIC_CENTER,"Covello St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
"UNION and BEVERLY, Los Angeles",34.0645706,-118.2656419,geocoding,NO,GEOMETRIC_CENTER,"S Union Ave & Beverly Blvd, Los Angeles, CA 90026, USA",intersection
21500 SHERMAN WY,34.2007774,-118.5991627,geocoding,NO,ROOFTOP,"21500 Sherman Way, Canoga Park, CA 91303, USA",['subpremise']
1500 N WESTERN AV,41.9086008,-87.6874851,geocoding,NO,ROOFTOP,"1500 N Western Ave, Chicago, IL 60622, USA",['premise']
300 W ADAMS BL,0,0,geocoding,YES,0,0,0
"SEPULVEDA BL and GAULT ST, Los Angeles",34.1993636,-118.4662149,geocoding,NO,GEOMETRIC_CENTER,"Gault St & Sepulveda Blvd, Los Angeles, CA 91406, USA",['intersection']
"OXNARD and 170 FY, Los Angeles",35.6800107,-97.4022897,geocoding,NO,GEOMETRIC_CENTER,"Oxnard St & Los Angeles Ave, Edmond, OK 73034, USA",intersection
"BROADWAY and SLAUSON, Los Angeles",33.9891786,-118.278317,geocoding,NO,GEOMETRIC_CENTER,"S Broadway & Slauson Ave, Los Angeles, CA 90003, USA",intersection
"VANOWEN and CANOGA, Los Angeles",34.1937783,-118.5974825,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Canoga Ave, Los Angeles, CA 91303, USA",['intersection']
"VICTORY BL and WINNETKA AV, Los Angeles",34.1857286,-118.5709619,geocoding,NO,GEOMETRIC_CENTER,"Victory Blvd & Winnetka Ave, Los Angeles, CA 91306, USA",['intersection']
"33RD and HOOPER, Los Angeles",34.0132594,-118.252172,geocoding,NO,GEOMETRIC_CENTER,"E 33rd St & Hooper Ave., Los Angeles, CA 90011, USA",['intersection']
700 S BONNIE BRAE ST,33.2094376,-97.1614666,geocoding,NO,RANGE_INTERPOLATED,"700 Bonnie Brae St, Denton, TX 76201, USA",['street_address']
"WILLOUGHBY and QUINTERO, Los Angeles",-16.3792757,-16.3792757,geocoding,YES,APPROXIMATE,"Los Ángeles de Cayma, Arequipa 04017, Peru","political,sublocality,sublocality_level_1"
"SHERMAN WY and MILWOOD, Los Angeles",34.2010472,-118.5942959,geocoding,NO,GEOMETRIC_CENTER,"Sherman Way & Milwood Ave, Los Angeles, CA 91303, USA",['intersection']
"SAN JULIAN and 7TH, Los Angeles",34.0411436,-118.2474094,geocoding,NO,GEOMETRIC_CENTER,"San Julian St & 7th St, Los Angeles, CA 90014, USA",['intersection']
"CROCKER and 3RD, Los Angeles",34.046358,-118.2402216,geocoding,NO,GEOMETRIC_CENTER,"Crocker St & E 3rd St, Los Angeles, CA 90013, USA",intersection
"23RD ST and HOOPER ST, Los Angeles",34.0181056,-118.2488121,geocoding,NO,GEOMETRIC_CENTER,"E 23rd St & Hooper Ave., Los Angeles, CA 90011, USA",intersection
"IRVING BL and 6TH ST, Los Angeles",34.063521,-118.31853,geocoding,NO,GEOMETRIC_CENTER,"S Irving Blvd & 6th St, Los Angeles, CA 90020, USA",['intersection']
1900 OBAMA BL,34.018275,-118.3160976,geocoding,NO,RANGE_INTERPOLATED,"1900 Obama Blvd, Los Angeles, CA 90018, USA",['street_address']
"GAGE AV and SAN PEDRO ST, Los Angeles",33.9824495,-118.269575,geocoding,NO,GEOMETRIC_CENTER,"San Pedro St & E Gage Ave, Los Angeles, CA 90003, USA",['intersection']
10100 RESEDA BL,34.2538671,-118.5339343,geocoding,NO,ROOFTOP,"10100 Reseda Blvd, Northridge, CA 91324, USA",['street_address']
"59TH ST and FIGUEROA ST, Los Angeles",33.9873679,-118.2826876,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 59th St, Los Angeles, CA 90003, USA",['intersection']
"RUNNYMEDE and WINNETKA, Los Angeles",34.2059255,-118.5710288,geocoding,NO,GEOMETRIC_CENTER,"Winnetka Ave & Runnymede St, Los Angeles, CA 91306, USA",['intersection']
"KING BL and SAN PEDRO ST, Los Angeles",33.9689184,-118.2695457,geocoding,YES,GEOMETRIC_CENTER,"San Pedro St, Los Angeles, CA, USA",route
"PARTHENIA PL and MEMORY PARK, Los Angeles",34.2285668,-118.4644171,geocoding,NO,GEOMETRIC_CENTER,"Parthenia Pl & Memory Park Ave, Los Angeles, CA 91343, USA",['intersection']
"6TH ST and IRVING, Los Angeles",34.063521,-118.31853,geocoding,NO,GEOMETRIC_CENTER,"W 6th St & S Irving Blvd, Los Angeles, CA 90020, USA",['intersection']
7600 WOODMAN AV,34.2089158,-118.4343873,geocoding,NO,ROOFTOP,"7600 Woodman Ave, Panorama City, CA 91402, USA",['street_address']
100 S ROBERTSON BL,34.056991,-118.3833473,geocoding,NO,ROOFTOP,"100 S Robertson Blvd, Los Angeles, CA 90035, USA",['premise']
"IRVING BL and WILSHIRE BL, Los Angeles",34.0617226,-118.3185222,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & S Irving Blvd, Los Angeles, CA 90010, USA",['intersection']
100 W PACIFIC COAST HY,0,0,geocoding,YES,0,0,0
1600 VINE ST,34.1005153,-118.3264409,geocoding,NO,ROOFTOP,"1600 Vine St, Los Angeles, CA 90028, USA","['establishment', 'point_of_interest', 'real_estate_agency']"
"11TH and BEACON, Los Angeles",33.7342063,-118.2804753,geocoding,NO,GEOMETRIC_CENTER,"W 11th St & S Beacon St, Los Angeles, CA 90731, USA",intersection
