arrest_type_code,charge,charge_description,charge_group_code,count,HRW_charge,perc_change_group
M,56.11(B)(10,NA,NA,4,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(B)(D),NA,NA,4,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(Q)LAM,NA,NA,4,Leaving personal property (56.11),Unhoused-specific charge
M,56.1110ALAM,NA,NA,4,Leaving personal property (56.11),Unhoused-specific charge
I,56.1110B,NA,NA,4,Leaving personal property (56.11),Unhoused-specific charge
I,56.11 10C,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10.BL,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.3ELAM,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.3LAMC,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(1)(B),NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)AL,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(10)AL,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)C,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)LA,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(3)(D),NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(A)LAM,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(B)I0,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(C)LAM,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(D)LAM,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.1110(B)L,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.1110BLAM,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11B LAMC,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56.11JLAMC,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
I,56111010LAM,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,561110BLAMC,NA,NA,3,Leaving personal property (56.11),Unhoused-specific charge
M,56.11,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.11 B LAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.08LAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.08LAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10(D),NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10ALA,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10B,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10DLA,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.18LAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.8,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)(A,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)(B,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)(D,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(A)(B),NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(A)LAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(D)(B),NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(J)LAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.1108LAMC,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.1110C,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.1110DLAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.118LAMC,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11B10LAM,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11CLAMC,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.11DLAMC,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
M,56.11JLAMC,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.11LAMC8,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,5611 10C,NA,NA,2,Leaving personal property (56.11),Unhoused-specific charge
I,56.011(10)B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11 10LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11 1O(A),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11 3ALAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11 41.27,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11 BLAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11 J LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,"56.11,10(B)",NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.(10)(,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.(10)B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.0(6)L,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.00B1,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.01(B),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.10,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.10(C),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.106LA,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.10B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10BAL,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10BL,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.10BPC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.10NBL,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.18LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.3.(1),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.3(D),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.31LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.36LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.3CLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.3DLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.3DLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.3ELAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.3FLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.3ILAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.7,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.7.LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.7ELAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11.8BLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11.LAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11()LAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(1)LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(10(C),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(10),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)(1,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)(V,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(10))B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10)DL,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(10)DL,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
O,56.11(10)LA,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(100(B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(10B)L,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(11)(A,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(11)(B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(1O)(B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(3)(A),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(3)(D),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(5)LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(7)LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(9)LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(A)(B),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(A10)B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(B)ALA,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(B)B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(C)(10,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(CO)(B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(D)BLA,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(DO),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11(G),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(M)LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11(Q)(M),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.1100BLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.1109LAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.1110(B),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.1110(C),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.111013LA,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11106LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.1110CLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.1110DLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.1110LAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.1110OLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.113DLAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.118LAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.119(10)(,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11ALAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11ALAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11DLAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56.11OBLAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,56.11PDLAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56011(10)BL,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,5611 10BLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,5611.11.10B,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,5611(10)(O),NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,5611(10)BLA,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,5611(3)DLAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,561110CLAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56117LAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,56118(A)LAM,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
I,5611C,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,5611LAMC,NA,NA,1,Leaving personal property (56.11),Unhoused-specific charge
M,647CPC,OBSTRUCT STREET/SIDEWALK PUBLIC PLACE,NA,263,Obstruct street/sidewalk,Unhoused-specific charge
M,647(H)PC,DISORD CONDUCT:LOITER/ETC PRIV PROPERTY,Disorderly Conduct,245,Obstruct street/sidewalk,Unhoused-specific charge
M,41.19LAMC,MISC OFFENSES,NA,134,Obstruct street/sidewalk,Unhoused-specific charge
I,41.19LAMC,NA,Miscellaneous Other Violations,34,Obstruct street/sidewalk,Unhoused-specific charge
M,647CLAMC,NA,NA,3,Obstruct street/sidewalk,Unhoused-specific charge
I,41.19(D)LAM,NA,NA,1,Obstruct street/sidewalk,Unhoused-specific charge
M,41.19(D)LAM,NA,NA,1,Obstruct street/sidewalk,Unhoused-specific charge
I,41.19ALAMC,NA,NA,1,Obstruct street/sidewalk,Unhoused-specific charge
M,41.19DLAMC,NA,NA,1,Obstruct street/sidewalk,Unhoused-specific charge
M,647(C),NA,NA,1,Obstruct street/sidewalk,Unhoused-specific charge
M,647C,NA,NA,1,Obstruct street/sidewalk,Unhoused-specific charge
M,647C PC,NA,NA,1,Obstruct street/sidewalk,Unhoused-specific charge
I,25620(A)BP,DRINKING ALCOHOL,Liquor Laws,9315,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27CLAMC,DRINKING IN PUBLIC,Drunkeness,7879,Open alcohol/drinking in public,Unhoused-specific charge
M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Liquor Laws,6461,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(C)LAM,DRINKING IN PUBLIC***,NA,6009,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27CLAMC,DRINKING IN PUBLIC,Drunkeness,4800,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C)LAM,NA,NA,4206,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)BP,NA,NA,2596,Open alcohol/drinking in public,Unhoused-specific charge
I,25620ABP,DRINKING ALCOHOL*******,Liquor Laws,2175,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,Drunkeness,1325,Open alcohol/drinking in public,Unhoused-specific charge
I,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Liquor Laws,1051,Open alcohol/drinking in public,Unhoused-specific charge
M,25620ABP,NA,NA,887,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,Drunkeness,685,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)B&P,NA,NA,219,Open alcohol/drinking in public,Unhoused-specific charge
I,25620A,NA,NA,182,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)B&P,NA,NA,156,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27HLAMC,POSS OPEN CONTAINER ALC BEV,Liquor Laws,118,Open alcohol/drinking in public,Unhoused-specific charge
I,4127CLAMC,NA,NA,105,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27C,NA,NA,101,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C),NA,NA,80,Open alcohol/drinking in public,Unhoused-specific charge
I,25620AB&P,NA,NA,76,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(H)LAM,NA,NA,76,Open alcohol/drinking in public,Unhoused-specific charge
I,4127C,NA,NA,72,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27LAMC,NA,NA,68,Open alcohol/drinking in public,Unhoused-specific charge
M,4127CLAMC,NA,NA,64,Open alcohol/drinking in public,Unhoused-specific charge
I,25620B&P,NA,NA,61,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(D)LAM,NA,NA,60,Open alcohol/drinking in public,Unhoused-specific charge
M,4127C,NA,NA,59,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(C),NA,NA,57,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27HLAMC,POSS OPEN CONTAINER ALC BEV,Liquor Laws,57,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27LAMC,NA,NA,57,Open alcohol/drinking in public,Unhoused-specific charge
M,25620B&P,NA,NA,56,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A),NA,NA,54,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(D)LAM,NA,NA,51,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)LAM,NA,NA,50,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(D),NA,NA,41,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(A)LAM,NA,NA,36,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(A)LAM,NA,NA,35,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A),NA,NA,31,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(H)LAM,NA,NA,24,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27C,NA,NA,24,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27D,NA,NA,24,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(B)BP,NA,NA,21,Open alcohol/drinking in public,Unhoused-specific charge
I,25620,NA,NA,17,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27.2LAMC,NA,NA,17,Open alcohol/drinking in public,Unhoused-specific charge
M,25620AB&P,NA,NA,16,Open alcohol/drinking in public,Unhoused-specific charge
I,4127D,NA,NA,16,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27ALAMC,NA,NA,15,Open alcohol/drinking in public,Unhoused-specific charge
M,4127D,NA,NA,15,Open alcohol/drinking in public,Unhoused-specific charge
M,25620A,NA,NA,13,Open alcohol/drinking in public,Unhoused-specific charge
M,25620ALAMC,NA,NA,13,Open alcohol/drinking in public,Unhoused-specific charge
M,25620APB,NA,NA,13,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(D),NA,NA,13,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27C LAMC,NA,NA,12,Open alcohol/drinking in public,Unhoused-specific charge
M,25620 B&P,NA,NA,11,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27,NA,NA,10,Open alcohol/drinking in public,Unhoused-specific charge
M,4127(C)LAMC,NA,NA,10,Open alcohol/drinking in public,Unhoused-specific charge
M,25620BBP,NA,NA,9,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27,NA,NA,8,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27ALAMC,NA,NA,8,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)B+P,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)LAM,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)PC,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(D)BP,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(B)LAM,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27D,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
I,4127(C)LAMC,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
I,4127H,NA,NA,7,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A) BP,NA,NA,6,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)PB,NA,NA,6,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(B)LAM,NA,NA,6,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)B+P,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
O,25620(A)BP,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(B)BP,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
I,25620LAMC,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27 LAMC,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(O)LAM,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
M,41.279C)LAM,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
M,4127DLAMC,NA,NA,5,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 B&P,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)B/P,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)B&D,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(C)B&P,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
I,25620A B&P,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
I,25620AVC,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
I,25620BBP,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
M,25620LAMC,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(1)LAM,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C0LAM,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(H),NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27C LAMC,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
I,647(F)PC,NA,Drunkeness,4,Open alcohol/drinking in public,Unhoused-specific charge
M,647(F)PCALC,"DRUNK, ALCOHOL",Drunkeness,4,Open alcohol/drinking in public,Unhoused-specific charge
I,LAMC41.27C,NA,NA,4,Open alcohol/drinking in public,Unhoused-specific charge
M,25620,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620 (A),NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 (A)BP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 A BP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620 BP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A) BP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BNP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)BNP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)PB,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(B)B&P,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(B)B&P,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(C)BP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(C)BP,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,25620ALAMC,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620CAB&P,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27.2 LAM,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
O,41.27(C)LAM,NA,Drunkeness,3,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(E)LAM,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
I,4127(D)LAMC,NA,NA,3,Open alcohol/drinking in public,Unhoused-specific charge
M,25620 A BP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)(B),NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)B,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)B P,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)B/P,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)B&D,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BB,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)BBP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BD,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BO,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)D+P,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)P&P,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)VP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(B)LAM,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(B)PC,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(D)BP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(O)B&P,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(S)B&P,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,256209A)BP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620ABMP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
O,25620ABP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620ABPOBS,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620APB,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620BB,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620BNP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620BPC,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,25620BPLAMC,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,25620CBP,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27 C,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27 C LAM,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(1)LAM,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C)KAM,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C)LMA,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(I)LAM,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,41.271LAMC,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27BLAMC,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27D LAMC,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27H,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
M,4127H,NA,NA,2,Open alcohol/drinking in public,Unhoused-specific charge
I,26520,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,225620(A)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 (A),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620 (A) B,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620 A B&P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 B PC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 B/P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620 BEP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620 LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620.(A),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620((A)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A) B,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
